transcript_id	gene_name
ENST00000758496.1	MYOSLID
ENST00000758497.1	MYOSLID
ENST00000758498.1	MYOSLID
ENST00000758499.1	MYOSLID
ENST00000758500.1	MYOSLID
ENST00000758501.1	MYOSLID
ENST00000758502.1	MYOSLID
ENST00000758503.1	MYOSLID
ENST00000758504.1	MYOSLID
ENST00000758505.1	MYOSLID
ENST00000758799.1	ENSG00000298899
ENST00000758800.1	ENSG00000298899
ENST00000760295.1	ENSG00000299069
ENST00000760296.1	ENSG00000299069
ENST00000760297.1	ENSG00000299069
ENST00000761250.1	CRAT37
ENST00000761251.1	CRAT37
ENST00000761252.1	CRAT37
ENST00000761253.1	CRAT37
ENST00000761254.1	CRAT37
ENST00000761255.1	CRAT37
ENST00000761256.1	CRAT37
ENST00000761257.1	CRAT37
ENST00000761258.1	CRAT37
ENST00000761259.1	CRAT37
ENST00000761260.1	CRAT37
ENST00000761261.1	CRAT37
ENST00000761262.1	CRAT37
ENST00000761263.1	CRAT37
ENST00000761288.1	ENSG00000299154
ENST00000761289.1	ENSG00000299154
ENST00000761290.1	ENSG00000299154
ENST00000761291.1	ENSG00000299154
ENST00000761292.1	ENSG00000299154
ENST00000761293.1	ENSG00000299154
ENST00000761295.1	ENSG00000299154
ENST00000761296.1	ENSG00000299154
ENST00000761297.1	ENSG00000299154
ENST00000761298.1	ENSG00000299154
ENST00000761306.1	ENSG00000299157
ENST00000761307.1	ENSG00000299157
ENST00000761308.1	ENSG00000299157
ENST00000762253.1	ENSG00000224099
ENST00000762622.1	ENSG00000299329
ENST00000762623.1	ENSG00000299329
ENST00000762624.1	ENSG00000299329
ENST00000762625.1	ENSG00000299329
ENST00000762626.1	ENSG00000299329
ENST00000762627.1	ENSG00000299329
ENST00000762628.1	ENSG00000299329
ENST00000762629.1	ENSG00000299329
ENST00000762630.1	ENSG00000299329
ENST00000762631.1	ENSG00000299329
ENST00000762633.1	ENSG00000299329
ENST00000762636.1	ENSG00000299329
ENST00000762637.1	ENSG00000299329
ENST00000766827.1	ENSG00000250838
ENST00000766828.1	ENSG00000250838
ENST00000766829.1	ENSG00000250838
ENST00000766830.1	ENSG00000250838
ENST00000766831.1	ENSG00000250838
ENST00000766832.1	ENSG00000250838
ENST00000766833.1	ENSG00000250838
ENST00000766834.1	ENSG00000250838
ENST00000766835.1	ENSG00000250838
ENST00000766836.1	ENSG00000250838
ENST00000766837.1	ENSG00000250838
ENST00000766838.1	ENSG00000250838
ENST00000766839.1	ENSG00000250838
ENST00000766840.1	ENSG00000250838
ENST00000766841.1	ENSG00000250838
ENST00000768378.1	LHX1-DT
ENST00000770490.1	ENSG00000300266
ENST00000770491.1	ENSG00000300266
ENST00000770492.1	ENSG00000300266
ENST00000770493.1	ENSG00000300266
ENST00000774768.1	ENSG00000300867
ENST00000774769.1	ENSG00000300867
ENST00000775379.1	ENSG00000286118
ENST00000775380.1	ENSG00000286118
ENST00000775381.1	ENSG00000286118
ENST00000776880.1	ENSG00000254339
ENST00000776881.1	ENSG00000254339
ENST00000776882.1	ENSG00000254339
ENST00000776883.1	ENSG00000254339
ENST00000776884.1	ENSG00000254339
ENST00000776885.1	ENSG00000254339
ENST00000776886.1	ENSG00000254339
ENST00000776887.1	ENSG00000254339
ENST00000776888.1	ENSG00000254339
ENST00000776889.1	ENSG00000254339
ENST00000776890.1	ENSG00000254339
ENST00000776891.1	ENSG00000254339
ENST00000776892.1	ENSG00000254339
ENST00000778561.1	ENSG00000301381
ENST00000778562.1	ENSG00000301381
ENST00000779575.1	ENSG00000301537
ENST00000779576.1	ENSG00000301537
ENST00000780356.1	ENSG00000233068
ENST00000780357.1	ENSG00000233068
ENST00000780358.1	ENSG00000233068
ENST00000780359.1	ENSG00000233068
ENST00000780360.1	ENSG00000233068
ENST00000780361.1	ENSG00000233068
ENST00000780362.1	ENSG00000233068
ENST00000780363.1	ENSG00000233068
ENST00000780364.1	ENSG00000233068
ENST00000781028.1	ENSG00000301705
ENST00000781029.1	ENSG00000301705
ENST00000783709.1	LINC02362
ENST00000785402.1	ENSG00000273132
ENST00000785486.1	ENSG00000259560
ENST00000785487.1	ENSG00000259560
ENST00000785488.1	ENSG00000259560
ENST00000785489.1	ENSG00000259560
ENST00000785490.1	ENSG00000259560
ENST00000785491.1	ENSG00000259560
ENST00000785492.1	ENSG00000259560
ENST00000785493.1	ENSG00000259560
ENST00000785494.1	ENSG00000259560
ENST00000785495.1	ENSG00000259560
ENST00000785496.1	ENSG00000259560
ENST00000785497.1	ENSG00000259560
ENST00000785498.1	ENSG00000259560
ENST00000785499.1	ENSG00000259560
ENST00000785500.1	ENSG00000259560
ENST00000785501.1	ENSG00000259560
ENST00000785502.1	ENSG00000259560
ENST00000785503.1	ENSG00000259560
ENST00000785504.1	ENSG00000259560
ENST00000785505.1	ENSG00000259560
ENST00000785506.1	ENSG00000259560
ENST00000785507.1	ENSG00000259560
ENST00000785508.1	ENSG00000259560
ENST00000785509.1	ENSG00000259560
ENST00000785510.1	ENSG00000259560
ENST00000785511.1	ENSG00000259560
ENST00000785512.1	ENSG00000259560
ENST00000785513.1	ENSG00000259560
ENST00000785514.1	ENSG00000259560
ENST00000785515.1	ENSG00000259560
ENST00000785516.1	ENSG00000259560
ENST00000785517.1	ENSG00000259560
ENST00000785518.1	ENSG00000259560
ENST00000785519.1	ENSG00000259560
ENST00000785520.1	ENSG00000259560
ENST00000785521.1	ENSG00000259560
ENST00000786522.1	POLR2J4
ENST00000786523.1	POLR2J4
ENST00000786524.1	POLR2J4
ENST00000786525.1	POLR2J4
ENST00000786526.1	POLR2J4
ENST00000786527.1	POLR2J4
ENST00000786528.1	POLR2J4
ENST00000786529.1	POLR2J4
ENST00000786530.1	POLR2J4
ENST00000786531.1	POLR2J4
ENST00000786532.1	POLR2J4
ENST00000786533.1	POLR2J4
ENST00000786534.1	POLR2J4
ENST00000786535.1	POLR2J4
ENST00000786536.1	POLR2J4
ENST00000786537.1	POLR2J4
ENST00000786538.1	POLR2J4
ENST00000786539.1	POLR2J4
ENST00000786540.1	POLR2J4
ENST00000786541.1	POLR2J4
ENST00000786542.1	POLR2J4
ENST00000786543.1	POLR2J4
ENST00000786544.1	POLR2J4
ENST00000786545.1	POLR2J4
ENST00000786546.1	POLR2J4
ENST00000786547.1	POLR2J4
ENST00000786548.1	POLR2J4
ENST00000786549.1	POLR2J4
ENST00000786550.1	POLR2J4
ENST00000786551.1	POLR2J4
ENST00000786552.1	POLR2J4
ENST00000786553.1	POLR2J4
ENST00000786554.1	POLR2J4
ENST00000786555.1	POLR2J4
ENST00000786556.1	POLR2J4
ENST00000786557.1	POLR2J4
ENST00000786558.1	POLR2J4
ENST00000786559.1	POLR2J4
ENST00000786560.1	POLR2J4
ENST00000786561.1	POLR2J4
ENST00000786562.1	POLR2J4
ENST00000786563.1	POLR2J4
ENST00000786564.1	POLR2J4
ENST00000786565.1	POLR2J4
ENST00000786566.1	POLR2J4
ENST00000786567.1	POLR2J4
ENST00000786568.1	POLR2J4
ENST00000786569.1	POLR2J4
ENST00000786570.1	POLR2J4
ENST00000786571.1	POLR2J4
ENST00000786572.1	POLR2J4
ENST00000786573.1	POLR2J4
ENST00000786574.1	POLR2J4
ENST00000786575.1	POLR2J4
ENST00000786576.1	POLR2J4
ENST00000786577.1	POLR2J4
ENST00000786578.1	POLR2J4
ENST00000786579.1	POLR2J4
ENST00000786580.1	POLR2J4
ENST00000786581.1	POLR2J4
ENST00000786582.1	POLR2J4
ENST00000786583.1	POLR2J4
ENST00000786584.1	POLR2J4
ENST00000786585.1	POLR2J4
ENST00000787787.1	ENSG00000302549
ENST00000787788.1	ENSG00000302549
ENST00000789541.1	LHX1-DT
ENST00000789542.1	LHX1-DT
ENST00000789543.1	LHX1-DT
ENST00000789544.1	LHX1-DT
ENST00000790346.1	ENSG00000302903
ENST00000790347.1	ENSG00000302903
ENST00000790348.1	ENSG00000302903
ENST00000793169.1	LINC02880
ENST00000793170.1	LINC02880
ENST00000793853.1	ENSG00000303358
ENST00000793854.1	ENSG00000303358
ENST00000793855.1	ENSG00000303358
ENST00000794051.1	ENSG00000303381
ENST00000794052.1	ENSG00000303381
ENST00000794053.1	ENSG00000303381
ENST00000794054.1	ENSG00000303381
ENST00000794055.1	ENSG00000303381
ENST00000794056.1	ENSG00000303381
ENST00000794057.1	ENSG00000303381
ENST00000794058.1	ENSG00000303381
ENST00000794059.1	ENSG00000303381
ENST00000795280.1	ENSG00000303527
ENST00000795281.1	ENSG00000303527
ENST00000795497.1	ENSG00000259370
ENST00000795498.1	ENSG00000259370
ENST00000796250.1	AZGP1P1
ENST00000796251.1	AZGP1P1
ENST00000796252.1	AZGP1P1
ENST00000800006.1	TNPO1-DT
ENST00000800007.1	TNPO1-DT
ENST00000800008.1	TNPO1-DT
ENST00000800009.1	TNPO1-DT
ENST00000800010.1	TNPO1-DT
ENST00000800011.1	TNPO1-DT
ENST00000800012.1	TNPO1-DT
ENST00000800013.1	TNPO1-DT
ENST00000800014.1	TNPO1-DT
ENST00000800015.1	TNPO1-DT
ENST00000800016.1	TNPO1-DT
ENST00000800017.1	TNPO1-DT
ENST00000800018.1	TNPO1-DT
ENST00000800019.1	TNPO1-DT
ENST00000802896.1	ENSG00000304363
ENST00000802897.1	ENSG00000304363
ENST00000802898.1	ENSG00000304363
ENST00000802899.1	ENSG00000304363
ENST00000802900.1	ENSG00000304363
ENST00000803876.1	ENSG00000304503
ENST00000803877.1	ENSG00000304503
ENST00000803878.1	ENSG00000304503
ENST00000803879.1	ENSG00000304503
ENST00000804129.1	ENSG00000304520
ENST00000804130.1	ENSG00000304520
ENST00000804728.1	ENSG00000304572
ENST00000804729.1	ENSG00000304572
ENST00000804730.1	ENSG00000304572
ENST00000804731.1	ENSG00000304572
ENST00000805778.1	ENSG00000251574
ENST00000806164.1	ENSG00000304771
ENST00000806165.1	ENSG00000304771
ENST00000807455.1	ENSG00000251574
ENST00000808005.1	ENSG00000286936
ENST00000808006.1	ENSG00000286936
ENST00000808007.1	ENSG00000286936
ENST00000808210.1	ENSG00000305055
ENST00000808211.1	ENSG00000305055
ENST00000808212.1	ENSG00000305055
ENST00000808213.1	ENSG00000305055
ENST00000808214.1	ENSG00000305055
ENST00000808215.1	ENSG00000305055
ENST00000808216.1	ENSG00000305055
ENST00000808802.1	ENSG00000305105
ENST00000808803.1	ENSG00000305105
ENST00000808804.1	ENSG00000305105
ENST00000809964.1	ENSG00000242775
ENST00000809966.1	ENSG00000242775
ENST00000809967.1	ENSG00000242775
ENST00000809969.1	ENSG00000242775
ENST00000809970.1	ENSG00000242775
ENST00000809972.1	ENSG00000242775
ENST00000809975.1	ENSG00000242775
ENST00000809976.1	ENSG00000242775
ENST00000809978.1	ENSG00000242775
ENST00000809981.1	ENSG00000242775
ENST00000809983.1	ENSG00000242775
ENST00000809985.1	ENSG00000242775
ENST00000810180.1	ENSG00000305300
ENST00000810181.1	ENSG00000305300
ENST00000810489.1	EPB41L4A-AS1
ENST00000810490.1	EPB41L4A-AS1
ENST00000810491.1	EPB41L4A-AS1
ENST00000811581.1	ENSG00000305534
ENST00000811582.1	ENSG00000305534
ENST00000811643.1	ENSG00000285911
ENST00000812524.1	ENSG00000305705
ENST00000812525.1	ENSG00000305705
ENST00000813114.1	ENSG00000287964
ENST00000813115.1	ENSG00000287964
ENST00000813116.1	ENSG00000287964
ENST00000813117.1	ENSG00000287964
ENST00000813118.1	ENSG00000287964
ENST00000813119.1	ENSG00000287964
ENST00000813120.1	ENSG00000287964
ENST00000814335.1	ENSG00000305957
ENST00000814336.1	ENSG00000305957
ENST00000814999.1	ENSG00000306059
ENST00000815000.1	ENSG00000306059
ENST00000815001.1	ENSG00000306059
ENST00000815002.1	ENSG00000306059
ENST00000815003.1	ENSG00000306059
ENST00000815004.1	ENSG00000306059
ENST00000815038.1	LMNB1-DT
ENST00000815039.1	LMNB1-DT
ENST00000815040.1	LMNB1-DT
ENST00000815041.1	LMNB1-DT
ENST00000815042.1	LMNB1-DT
ENST00000815261.1	ENSG00000290092
ENST00000815262.1	ENSG00000290092
ENST00000815263.1	ENSG00000290092
ENST00000816202.1	LHX1-DT
ENST00000816376.1	ENSG00000306227
ENST00000816377.1	ENSG00000306227
ENST00000818643.1	ENSG00000306461
ENST00000818644.1	ENSG00000306461
ENST00000818645.1	ENSG00000306461
ENST00000818646.1	ENSG00000306461
ENST00000818647.1	ENSG00000306461
ENST00000818648.1	ENSG00000306461
ENST00000818649.1	ENSG00000306461
ENST00000818650.1	ENSG00000306461
ENST00000818651.1	ENSG00000306461
ENST00000818652.1	ENSG00000306461
ENST00000818653.1	ENSG00000306461
ENST00000818654.1	ENSG00000306461
ENST00000818655.1	ENSG00000306461
ENST00000818656.1	ENSG00000306461
ENST00000818657.1	ENSG00000306461
ENST00000818658.1	ENSG00000306461
ENST00000818659.1	ENSG00000306461
ENST00000818660.1	ENSG00000306461
ENST00000818661.1	ENSG00000306461
ENST00000818662.1	ENSG00000306461
ENST00000818663.1	ENSG00000306461
ENST00000818664.1	ENSG00000306461
ENST00000818665.1	ENSG00000306461
ENST00000818666.1	ENSG00000306461
ENST00000818667.1	ENSG00000306461
ENST00000818668.1	ENSG00000306461
ENST00000818669.1	ENSG00000306461
ENST00000818670.1	ENSG00000306461
ENST00000818671.1	ENSG00000306461
ENST00000818672.1	ENSG00000306461
ENST00000818673.1	ENSG00000306461
ENST00000818674.1	ENSG00000306461
ENST00000818675.1	ENSG00000306461
ENST00000818676.1	ENSG00000306461
ENST00000818677.1	ENSG00000306461
ENST00000818678.1	ENSG00000306461
ENST00000818679.1	ENSG00000306461
ENST00000818680.1	ENSG00000306461
ENST00000818681.1	ENSG00000306461
ENST00000818682.1	ENSG00000306461
ENST00000818683.1	ENSG00000306461
ENST00000818684.1	ENSG00000306461
ENST00000818685.1	ENSG00000306461
ENST00000818686.1	ENSG00000306461
ENST00000818687.1	ENSG00000306461
ENST00000818688.1	ENSG00000306461
ENST00000818689.1	ENSG00000306461
ENST00000818690.1	ENSG00000306461
ENST00000818691.1	ENSG00000306461
ENST00000818692.1	ENSG00000306461
ENST00000818693.1	ENSG00000306461
ENST00000818694.1	ENSG00000306461
ENST00000818695.1	ENSG00000306461
ENST00000818696.1	ENSG00000306461
ENST00000818697.1	ENSG00000306461
ENST00000818698.1	ENSG00000306461
ENST00000818699.1	ENSG00000306461
ENST00000818700.1	ENSG00000306461
ENST00000818701.1	ENSG00000306461
ENST00000818702.1	ENSG00000306461
ENST00000818703.1	ENSG00000306461
ENST00000818704.1	ENSG00000306461
ENST00000818705.1	ENSG00000306461
ENST00000818706.1	ENSG00000306461
ENST00000818707.1	ENSG00000306461
ENST00000818708.1	ENSG00000306461
ENST00000818709.1	ENSG00000306461
ENST00000818710.1	ENSG00000306461
ENST00000818711.1	ENSG00000306461
ENST00000818712.1	ENSG00000306461
ENST00000818713.1	ENSG00000306461
ENST00000818714.1	ENSG00000306461
ENST00000818715.1	ENSG00000306461
ENST00000818716.1	ENSG00000306461
ENST00000818717.1	ENSG00000306461
ENST00000818718.1	ENSG00000306461
ENST00000818719.1	ENSG00000306461
ENST00000818720.1	ENSG00000306461
ENST00000818721.1	ENSG00000306461
ENST00000818722.1	ENSG00000306461
ENST00000818723.1	ENSG00000306461
ENST00000818724.1	ENSG00000306461
ENST00000818725.1	ENSG00000306461
ENST00000818726.1	ENSG00000306461
ENST00000818727.1	ENSG00000306461
ENST00000818728.1	ENSG00000306461
ENST00000818729.1	ENSG00000306461
ENST00000818730.1	ENSG00000306461
ENST00000819534.1	YWHAH-AS1
ENST00000819535.1	YWHAH-AS1
ENST00000819536.1	YWHAH-AS1
ENST00000820093.1	SNHG10
ENST00000820094.1	SNHG10
ENST00000820095.1	SNHG10
ENST00000820096.1	SNHG10
ENST00000820097.1	SNHG10
ENST00000820098.1	SNHG10
ENST00000820099.1	SNHG10
ENST00000820100.1	SNHG10
ENST00000820101.1	SNHG10
ENST00000820102.1	SNHG10
ENST00000820103.1	SNHG10
ENST00000820104.1	SNHG10
ENST00000820105.1	SNHG10
ENST00000820106.1	SNHG10
ENST00000820107.1	SNHG10
ENST00000820108.1	SNHG10
ENST00000820109.1	SNHG10
ENST00000820110.1	SNHG10
ENST00000820111.1	SNHG10
ENST00000820112.1	SNHG10
ENST00000820113.1	SNHG10
ENST00000820114.1	SNHG10
ENST00000820115.1	SNHG10
ENST00000820116.1	SNHG10
ENST00000824114.1	ENSG00000289552
ENST00000824115.1	ENSG00000289552
ENST00000824116.1	ENSG00000289552
ENST00000824967.1	LINC02828
ENST00000824968.1	LINC02828
ENST00000824969.1	LINC02828
ENST00000824970.1	LINC02828
ENST00000824971.1	LINC02828
ENST00000824972.1	LINC02828
ENST00000824973.1	LINC02828
ENST00000828045.1	ENSG00000286765
ENST00000828046.1	ENSG00000286765
ENST00000828259.1	ENSG00000307730
ENST00000828260.1	ENSG00000307730
ENST00000828261.1	ENSG00000307730
ENST00000828262.1	ENSG00000307730
ENST00000828263.1	ENSG00000307730
ENST00000828264.1	ENSG00000307730
ENST00000830751.1	ENSG00000308056
ENST00000830752.1	ENSG00000308056
ENST00000832128.1	ENSG00000308172
ENST00000832129.1	ENSG00000308172
ENST00000832754.1	USP30-AS1
ENST00000834703.1	ENSG00000308512
ENST00000834704.1	ENSG00000308512
ENST00000835145.1	ENSG00000308575
ENST00000835146.1	ENSG00000308575
ENST00000835147.1	ENSG00000308575
ENST00000835255.1	ENSG00000308594
ENST00000835256.1	ENSG00000308594
ENST00000835257.1	ENSG00000308594
ENST00000835416.1	ENSG00000251567
ENST00000835666.1	ENSG00000308675
ENST00000835667.1	ENSG00000308675
ENST00000835668.1	ENSG00000308675
ENST00000835669.1	ENSG00000308675
ENST00000838086.1	ENSG00000287691
ENST00000838087.1	ENSG00000287691
ENST00000838088.1	ENSG00000287691
ENST00000840535.1	LINC00924
ENST00000840536.1	LINC00924
ENST00000840537.1	LINC00924
ENST00000840538.1	LINC00924
ENST00000840539.1	LINC00924
ENST00000840540.1	LINC00924
ENST00000840541.1	LINC00924
ENST00000840542.1	LINC00924
ENST00000840543.1	LINC00924
ENST00000840544.1	LINC00924
ENST00000840545.1	LINC00924
ENST00000840546.1	LINC00924
ENST00000840547.1	LINC00924
ENST00000840548.1	LINC00924
ENST00000840549.1	LINC00924
ENST00000840550.1	LINC00924
ENST00000840551.1	LINC00924
ENST00000840552.1	LINC00924
ENST00000840553.1	LINC00924
ENST00000840554.1	LINC00924
ENST00000840555.1	LINC00924
ENST00000840556.1	LINC00924
ENST00000840557.1	LINC00924
ENST00000840558.1	LINC00924
ENST00000840559.1	LINC00924
ENST00000840560.1	LINC00924
ENST00000840561.1	LINC00924
ENST00000840562.1	LINC00924
ENST00000840563.1	LINC00924
ENST00000840564.1	LINC00924
ENST00000840565.1	LINC00924
ENST00000840566.1	LINC00924
ENST00000840567.1	LINC00924
ENST00000840568.1	LINC00924
ENST00000840569.1	LINC00924
ENST00000840570.1	LINC00924
ENST00000840571.1	LINC00924
ENST00000840572.1	LINC00924
ENST00000840573.1	LINC00924
ENST00000840574.1	LINC00924
ENST00000840575.1	LINC00924
ENST00000840576.1	LINC00924
ENST00000840577.1	LINC00924
ENST00000840578.1	LINC00924
ENST00000840579.1	LINC00924
ENST00000840580.1	LINC00924
ENST00000840581.1	LINC00924
ENST00000840582.1	LINC00924
ENST00000840583.1	LINC00924
ENST00000840584.1	LINC00924
ENST00000840585.1	LINC00924
ENST00000840586.1	LINC00924
ENST00000840587.1	LINC00924
ENST00000840588.1	LINC00924
ENST00000840589.1	LINC00924
ENST00000840590.1	LINC00924
ENST00000840591.1	LINC00924
ENST00000840592.1	LINC00924
ENST00000840593.1	LINC00924
ENST00000840594.1	LINC00924
ENST00000840595.1	LINC00924
ENST00000840596.1	LINC00924
ENST00000840597.1	LINC00924
ENST00000840598.1	LINC00924
ENST00000840599.1	LINC00924
ENST00000840600.1	LINC00924
ENST00000840601.1	LINC00924
ENST00000840602.1	LINC00924
ENST00000840603.1	LINC00924
ENST00000840893.1	ENSG00000309410
ENST00000840894.1	ENSG00000309410
ENST00000841375.1	ENSG00000259478
ENST00000841376.1	ENSG00000259478
ENST00000841377.1	ENSG00000259478
ENST00000841378.1	ENSG00000259478
ENST00000841510.1	ENSG00000287215
ENST00000841511.1	ENSG00000287215
ENST00000841512.1	ENSG00000287215
ENST00000841513.1	ENSG00000287215
ENST00000841514.1	ENSG00000287215
ENST00000841515.1	ENSG00000287215
ENST00000841516.1	ENSG00000287215
ENST00000841517.1	ENSG00000287215
ENST00000841518.1	ENSG00000287215
ENST00000841519.1	ENSG00000287215
ENST00000841520.1	ENSG00000287215
ENST00000841521.1	ENSG00000287215
ENST00000841522.1	ENSG00000287215
ENST00000841523.1	ENSG00000287215
ENST00000841524.1	ENSG00000287215
ENST00000841525.1	ENSG00000287215
ENST00000841526.1	ENSG00000287215
ENST00000841527.1	ENSG00000287215
ENST00000841528.1	ENSG00000287215
ENST00000841529.1	ENSG00000287215
ENST00000841530.1	ENSG00000287215
ENST00000841817.1	ENSG00000260328
ENST00000842025.1	ENSG00000309558
ENST00000842026.1	ENSG00000309558
ENST00000842027.1	ENSG00000309558
ENST00000842028.1	ENSG00000309558
ENST00000842029.1	ENSG00000309558
ENST00000842030.1	ENSG00000309558
ENST00000842031.1	ENSG00000309558
ENST00000842032.1	ENSG00000309558
ENST00000843117.1	ZNF232-AS1
ENST00000843118.1	ZNF232-AS1
ENST00000843119.1	ZNF232-AS1
ENST00000843120.1	ZNF232-AS1
ENST00000843121.1	ZNF232-AS1
ENST00000843122.1	ZNF232-AS1
ENST00000843123.1	ZNF232-AS1
ENST00000843124.1	ZNF232-AS1
ENST00000843125.1	ZNF232-AS1
ENST00000843126.1	ZNF232-AS1
ENST00000843127.1	ZNF232-AS1
ENST00000843128.1	ZNF232-AS1
ENST00000843129.1	ZNF232-AS1
ENST00000843130.1	ZNF232-AS1
ENST00000845001.1	ENSG00000251574
ENST00000845002.1	ENSG00000251574
ENST00000845003.1	ENSG00000251574
ENST00000845004.1	ENSG00000251574
ENST00000845005.1	ENSG00000251574
ENST00000845006.1	ENSG00000251574
ENST00000845007.1	ENSG00000251574
ENST00000845008.1	ENSG00000251574
ENST00000845009.1	ENSG00000251574
ENST00000845010.1	ENSG00000251574
ENST00000845011.1	ENSG00000251574
ENST00000845012.1	ENSG00000251574
ENST00000845013.1	ENSG00000251574
ENST00000846268.1	ENSG00000287389
ENST00000846269.1	ENSG00000287389
ENST00000846270.1	ENSG00000287389
ENST00000848419.1	ENSG00000310220
ENST00000848420.1	ENSG00000310220
ENST00000848421.1	ENSG00000310220
ENST00000848422.1	ENSG00000310220
ENST00000850382.1	ENSG00000310489
ENST00000850383.1	ENSG00000310489
ENST00000850384.1	ENSG00000310489
ENST00000850611.1	CASQ2
ENST00000850612.1	CASQ2
ENST00000851337.1	CYBB
ENST00000851998.1	SLC9A7
ENST00000852000.1	MCOLN1
ENST00000852001.1	MCOLN1
ENST00000852002.1	MCOLN1
ENST00000852003.1	MCOLN1
ENST00000852004.1	MCOLN1
ENST00000852005.1	MCOLN1
ENST00000852006.1	MCOLN1
ENST00000852448.1	GSKIP
ENST00000852449.1	GSKIP
ENST00000852450.1	GSKIP
ENST00000852451.1	GSKIP
ENST00000852452.1	GSKIP
ENST00000852453.1	GSKIP
ENST00000853267.1	CNGA3
ENST00000853268.1	CNGA3
ENST00000853269.1	CNGA3
ENST00000853594.1	KCNIP2
ENST00000853595.1	KCNIP2
ENST00000854645.1	NSA2
ENST00000854918.1	SPICE1
ENST00000854919.1	SPICE1
ENST00000854920.1	SPICE1
ENST00000854921.1	SPICE1
ENST00000854922.1	SPICE1
ENST00000854923.1	SPICE1
ENST00000854924.1	SPICE1
ENST00000854925.1	SPICE1
ENST00000854926.1	SPICE1
ENST00000854927.1	SPICE1
ENST00000855336.1	BCHE
ENST00000855337.1	BCHE
ENST00000855338.1	BCHE
ENST00000855339.1	BCHE
ENST00000855671.1	GLB1L2
ENST00000855672.1	GLB1L2
ENST00000855918.1	ATG5
ENST00000855919.1	ATG5
ENST00000855920.1	ATG5
ENST00000855921.1	ATG5
ENST00000855922.1	ATG5
ENST00000855968.1	CCNE1
ENST00000860245.1	IGDCC4
ENST00000861021.1	PPP1R2
ENST00000861022.1	PPP1R2
ENST00000861140.1	ASMTL
ENST00000861141.1	ASMTL
ENST00000861142.1	ASMTL
ENST00000861143.1	ASMTL
ENST00000861830.1	METTL26
ENST00000861831.1	METTL26
ENST00000861832.1	METTL26
ENST00000861833.1	METTL26
ENST00000861834.1	METTL26
ENST00000861835.1	METTL26
ENST00000861836.1	METTL26
ENST00000861837.1	METTL26
ENST00000861838.1	METTL26
ENST00000861839.1	METTL26
ENST00000865047.1	RRAGC
ENST00000865048.1	RRAGC
ENST00000865049.1	RRAGC
ENST00000865050.1	RRAGC
ENST00000865051.1	RRAGC
ENST00000865226.1	B4GAT1
ENST00000865313.1	ZNF710
ENST00000865314.1	ZNF710
ENST00000865540.1	APLN
ENST00000867132.1	PNPT1
ENST00000867134.1	PNPT1
ENST00000867135.1	PNPT1
ENST00000867136.1	PNPT1
ENST00000867137.1	PNPT1
ENST00000867138.1	PNPT1
ENST00000867697.1	PLP1
ENST00000867698.1	PLP1
ENST00000867699.1	PLP1
ENST00000867700.1	PLP1
ENST00000867701.1	PLP1
ENST00000867702.1	PLP1
ENST00000867703.1	PLP1
ENST00000867704.1	PLP1
ENST00000867705.1	PLP1
ENST00000867706.1	PLP1
ENST00000867707.1	PLP1
ENST00000867708.1	PLP1
ENST00000867709.1	PLP1
ENST00000867710.1	PLP1
ENST00000867711.1	PLP1
ENST00000867712.1	PLP1
ENST00000868257.1	A4GALT
ENST00000868258.1	A4GALT
ENST00000868259.1	A4GALT
ENST00000868260.1	A4GALT
ENST00000868261.1	A4GALT
ENST00000868262.1	A4GALT
ENST00000868263.1	A4GALT
ENST00000868264.1	A4GALT
ENST00000868265.1	A4GALT
ENST00000868266.1	A4GALT
ENST00000868267.1	A4GALT
ENST00000868268.1	A4GALT
ENST00000868269.1	A4GALT
ENST00000868270.1	A4GALT
ENST00000868271.1	A4GALT
ENST00000868272.1	A4GALT
ENST00000868273.1	A4GALT
ENST00000868274.1	A4GALT
ENST00000868275.1	A4GALT
ENST00000868276.1	A4GALT
ENST00000868277.1	A4GALT
ENST00000868278.1	A4GALT
ENST00000868279.1	A4GALT
ENST00000868280.1	A4GALT
ENST00000868281.1	A4GALT
ENST00000868989.1	DES
ENST00000868990.1	DES
ENST00000868991.1	DES
ENST00000868992.1	DES
ENST00000868993.1	DES
ENST00000868994.1	DES
ENST00000868995.1	DES
ENST00000868996.1	DES
ENST00000868997.1	DES
ENST00000868998.1	DES
ENST00000868999.1	DES
ENST00000869000.1	DES
ENST00000869001.1	DES
ENST00000869002.1	DES
ENST00000869750.1	HDAC2
ENST00000869751.1	HDAC2
ENST00000869752.1	HDAC2
ENST00000873370.1	SNX4
ENST00000873371.1	SNX4
ENST00000873372.1	SNX4
ENST00000873373.1	SNX4
ENST00000873374.1	SNX4
ENST00000873375.1	SNX4
ENST00000873376.1	SNX4
ENST00000873377.1	SNX4
ENST00000873378.1	SNX4
ENST00000873655.1	SLC25A16
ENST00000873656.1	SLC25A16
ENST00000873657.1	SLC25A16
ENST00000873667.1	FBXO3
ENST00000873903.1	THOC6
ENST00000873904.1	THOC6
ENST00000873905.1	THOC6
ENST00000873906.1	THOC6
ENST00000873907.1	THOC6
ENST00000874188.1	CASQ2
ENST00000874189.1	CASQ2
ENST00000875543.1	NPY1R
ENST00000875544.1	NPY1R
ENST00000875858.1	ING3
ENST00000875859.1	ING3
ENST00000878293.1	HAND1
